GAME_ID,TEAM_ABBREVIATION,PLAYER_ID,PLAYER_NAME,MIN,PTS,FGM,FGA,FG3M,FG3A,FTM,FTA,REB,AST,STL,BLK,TOV,PF
0022300030,DET,1630191,Isaiah Stewart,30.53333333333333,11,4,11,1,4,2,2,10,2,1,2,1,0
0022300030,DET,1630595,Cade Cunningham,34.0,20,9,21,2,7,0,0,5,8,0,0,4,4
0022300030,DET,1630165,Killian Hayes,22.133333333333333,4,2,6,0,2,0,0,0,2,1,1,0,0
0022300030,DET,202692,Alec Burks,24.016666666666666,10,4,14,2,9,0,0,3,1,1,0,0,3
0022300030,DET,1631093,Jaden Ivey,29.116666666666667,11,4,6,1,2,2,2,2,3,1,0,6,3
0022300030,DET,1631204,Marcus Sasser,15.333333333333334,6,2,7,0,3,2,2,0,0,0,0,0,1
0022300030,DET,1628963,Marvin Bagley III,15.85,8,3,5,0,0,2,2,3,1,1,1,1,0
0022300030,DET,1630649,Stanley Umude,17.316666666666666,10,2,3,2,3,4,4,6,0,1,1,0,1
0022300030,DET,1630164,James Wiseman,3.8333333333333335,0,0,0,0,0,0,0,2,0,0,0,0,0
0022300030,CLE,1629731,Dean Wade,21.8,3,1,1,1,1,0,0,1,0,0,0,0,1
0022300030,CLE,1630596,Evan Mobley,35.35,18,8,12,0,0,2,4,10,5,1,0,3,4
0022300030,CLE,1628386,Jarrett Allen,32.46666666666667,10,4,8,0,0,2,3,7,2,0,5,2,1
0022300030,CLE,1629622,Max Strus,38.73333333333333,18,7,15,4,8,0,0,7,3,4,1,2,1
0022300030,CLE,1629636,Darius Garland,33.63333333333333,28,10,19,2,5,6,8,3,3,0,0,5,1
0022300030,CLE,1627777,Georges Niang,26.883333333333333,9,3,4,1,1,2,2,7,2,1,0,0,1
0022300030,CLE,1627747,Caris LeVert,32.7,10,4,14,1,6,1,2,1,1,2,0,0,0
0022300030,CLE,1641854,Craig Porter Jr.,15.833333333333334,12,5,9,0,0,2,2,3,5,1,0,0,0
0022300030,CLE,1630241,Sam Merrill,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0
0022300030,CLE,202684,Tristan Thompson,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0
0022300030,CLE,1641734,Emoni Bates,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0
0022300030,CLE,1627745,Damian Jones,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0
0022300031,BOS,1627759,Jaylen Brown,35.75,23,9,14,3,5,2,3,3,4,1,1,3,2
0022300031,BOS,1628369,Jayson Tatum,37.41666666666666,17,8,22,1,11,0,0,7,2,1,0,3,3
0022300031,BOS,204001,Kristaps Porziņģis,34.9,14,6,13,0,3,2,2,12,5,1,3,2,3
0022300031,BOS,1628401,Derrick White,34.266666666666666,13,4,10,3,8,2,2,4,5,0,0,1,1
0022300031,BOS,201950,Jrue Holiday,34.68333333333333,14,5,14,2,4,2,2,8,5,0,0,1,2
0022300031,BOS,1630573,Sam Hauser,22.7,11,4,7,3,6,0,0,3,3,1,0,0,0
0022300031,BOS,201143,Al Horford,22.83333333333333,11,4,5,3,4,0,0,4,2,0,0,0,1
0022300031,BOS,1630202,Payton Pritchard,17.45,5,2,7,1,5,0,0,3,3,1,0,0,1
0022300031,TOR,1630567,Scottie Barnes,32.43333333333333,14,5,13,2,6,2,3,3,6,0,1,1,2
0022300031,TOR,1627783,Pascal Siakam,29.116666666666667,23,11,16,0,1,1,1,6,5,0,0,3,5
0022300031,TOR,1627751,Jakob Poeltl,33.81666666666667,11,5,5,0,0,1,2,8,4,1,0,3,0
0022300031,TOR,1629018,Gary Trent Jr.,31.05,14,4,9,3,5,3,4,2,1,1,0,0,0
0022300031,TOR,203471,Dennis Schröder,35.05,23,9,19,5,11,0,0,7,6,0,0,2,2
0022300031,TOR,1641711,Gradey Dick,10.0,0,0,5,0,4,0,0,1,1,0,0,2,0
0022300031,TOR,1629667,Jalen McDaniels,6.833333333333333,4,2,5,0,1,0,0,0,0,0,0,0,0
0022300031,TOR,1630173,Precious Achiuwa,24.433333333333334,5,2,4,0,2,1,2,9,1,2,0,1,1
0022300031,TOR,1628449,Chris Boucher,18.016666666666666,6,2,6,1,2,1,2,4,0,0,0,0,0
0022300031,TOR,1630201,Malachi Flynn,19.266666666666666,5,2,5,1,1,0,0,1,5,0,0,1,1
0022300032,SAC,203084,Harrison Barnes,25.666666666666668,7,2,7,1,6,2,3,2,1,1,0,1,2
0022300032,SAC,1631099,Keegan Murray,38.48333333333333,6,3,10,0,4,0,0,6,3,1,0,2,2
0022300032,SAC,1627734,Domantas Sabonis,35.28333333333333,27,9,13,2,3,7,8,14,7,0,1,4,5
0022300032,SAC,1628989,Kevin Huerter,25.416666666666668,9,4,9,1,4,0,0,1,2,3,0,0,2
0022300032,SAC,1628368,De'Aaron Fox,40.71666666666667,43,14,24,5,11,10,13,8,7,1,1,1,2
0022300032,SAC,1628370,Malik Monk,25.516666666666666,20,7,11,6,9,0,0,4,8,1,0,1,3
0022300032,SAC,1628426,Sasha Vezenkov,16.933333333333334,5,2,4,1,2,0,0,4,0,0,0,0,3
0022300032,SAC,1631165,Keon Ellis,9.616666666666667,2,1,1,0,0,0,0,0,2,1,0,1,0
0022300032,SAC,1630537,Chris Duarte,14.833333333333334,6,2,4,2,3,0,0,3,0,2,0,2,2
0022300032,SAC,201580,JaVale McGee,7.533333333333333,4,2,2,0,0,0,0,0,1,0,0,1,1
0022300032,SAS,1629640,Keldon Johnson,35.85,21,7,16,5,9,2,2,9,7,1,1,3,1
0022300032,SAS,1641705,Victor Wembanyama,30.466666666666665,27,12,26,2,8,1,1,9,0,2,0,4,3
0022300032,SAS,1628380,Zach Collins,33.916666666666664,28,10,14,3,5,5,6,8,5,3,1,3,5
0022300032,SAS,1630577,Julian Champagnie,25.316666666666663,9,2,5,2,4,3,4,2,3,0,1,2,3
0022300032,SAS,1631110,Jeremy Sochan,36.8,8,3,11,1,3,1,2,8,6,1,0,2,4
0022300032,SAS,1631103,Malaki Branham,27.9,10,4,10,0,3,2,2,0,5,0,0,0,1
0022300032,SAS,1626224,Cedi Osman,15.1,3,1,3,1,2,0,0,2,1,0,0,0,1
0022300032,SAS,1629646,Charles Bassey,2.466666666666667,2,1,1,0,0,0,0,1,0,0,0,0,0
0022300032,SAS,1631104,Blake Wesley,3.7666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,1
0022300032,SAS,203926,Doug McDermott,16.266666666666666,6,2,4,1,2,1,2,0,3,0,0,0,1
0022300032,SAS,1630572,Sandro Mamukelashvili,12.15,6,1,2,0,0,4,4,3,3,0,0,1,1
0022300033,ORL,1630532,Franz Wagner,35.38333333333333,21,9,18,2,8,1,2,4,2,2,0,2,2
0022300033,ORL,1631094,Paolo Banchero,31.7,13,6,14,0,1,1,4,8,4,0,1,7,3
0022300033,ORL,1629048,Goga Bitadze,21.316666666666663,2,0,1,0,0,2,4,4,0,1,2,1,4
0022300033,ORL,203914,Gary Harris,28.683333333333334,15,5,10,3,7,2,2,6,2,1,2,0,3
0022300033,ORL,1641710,Anthony Black,11.416666666666666,2,1,2,0,0,0,1,0,0,0,0,3,0
0022300033,ORL,204060,Joe Ingles,25.53333333333333,8,3,8,2,7,0,0,1,5,1,0,1,1
0022300033,ORL,1630175,Cole Anthony,36.73333333333333,11,3,12,1,5,4,4,8,7,1,0,2,4
0022300033,ORL,1628371,Jonathan Isaac,19.516666666666666,18,6,8,2,4,4,4,9,1,1,1,1,2
0022300033,ORL,1629021,Moritz Wagner,23.466666666666665,10,4,5,0,1,2,2,4,3,0,1,0,3
0022300033,ORL,1631216,Caleb Houstan,6.25,3,1,1,1,1,0,0,2,0,0,0,0,0
0022300033,CHI,201942,DeMar DeRozan,36.03333333333333,23,10,20,1,1,2,4,4,3,1,0,3,1
0022300033,CHI,1627936,Alex Caruso,23.1,18,5,6,4,5,4,4,1,0,3,2,1,4
0022300033,CHI,202696,Nikola Vučević,30.166666666666668,10,4,16,0,3,2,2,10,6,0,0,1,4
0022300033,CHI,203897,Zach LaVine,40.766666666666666,34,12,20,4,11,6,7,6,3,1,0,3,4
0022300033,CHI,1629632,Coby White,29.766666666666666,4,2,6,0,3,0,1,1,4,1,0,2,2
0022300033,CHI,1630245,Ayo Dosunmu,13.6,0,0,3,0,1,0,0,2,1,0,0,0,1
0022300033,CHI,203083,Andre Drummond,17.833333333333332,5,1,2,0,1,3,4,6,0,2,1,2,1
0022300033,CHI,1628470,Torrey Craig,25.916666666666668,3,1,3,1,3,0,0,1,0,1,0,1,3
0022300033,CHI,1630172,Patrick Williams,13.016666666666667,0,0,3,0,1,0,0,2,1,1,0,3,1
0022300033,CHI,1628975,Jevon Carter,9.8,0,0,0,0,0,0,0,1,1,0,0,0,0
0022300037,HOU,1628415,Dillon Brooks,30.683333333333334,4,2,6,0,2,0,1,4,1,1,0,0,6
0022300037,HOU,1631095,Jabari Smith Jr.,32.71666666666667,9,4,12,1,4,0,0,7,0,1,1,0,5
0022300037,HOU,1630578,Alperen Sengun,34.3,23,8,18,2,5,5,7,8,4,1,0,6,4
0022300037,HOU,1630224,Jalen Green,33.45,20,5,16,1,6,9,10,4,5,0,1,4,3
0022300037,HOU,1627832,Fred VanVleet,40.86666666666667,19,7,14,5,9,0,0,8,10,1,1,2,0
0022300037,HOU,1628988,Aaron Holiday,17.533333333333335,5,2,3,1,2,0,0,1,2,1,0,0,2
0022300037,HOU,1630256,Jae'Sean Tate,8.933333333333334,6,3,5,0,1,0,0,4,0,0,0,1,5
0022300037,HOU,1631106,Tari Eason,19.78333333333333,12,6,9,0,1,0,2,6,0,1,2,1,3
0022300037,HOU,201145,Jeff Green,14.5,0,0,3,0,1,0,0,2,2,0,0,1,0
0022300037,HOU,1629111,Jock Landale,7.233333333333333,2,1,2,0,0,0,0,3,0,0,0,1,0
0022300037,LAC,202695,Kawhi Leonard,36.833333333333336,26,8,16,3,6,7,8,8,2,5,1,3,3
0022300037,LAC,202331,Paul George,40.1,23,8,22,4,10,3,3,8,3,2,1,3,2
0022300037,LAC,1627826,Ivica Zubac,34.85,12,6,8,0,0,0,2,7,2,0,2,1,2
0022300037,LAC,1629611,Terance Mann,21.15,1,0,3,0,2,1,2,6,3,1,1,0,3
0022300037,LAC,201935,James Harden,34.38333333333333,24,8,11,2,4,6,7,9,7,0,1,3,1
0022300037,LAC,1628464,Daniel Theis,10.45,2,1,3,0,1,0,2,3,0,1,0,0,2
0022300037,LAC,201566,Russell Westbrook,17.383333333333333,8,2,9,2,6,2,4,3,2,0,0,2,1
0022300037,LAC,1626181,Norman Powell,29.9,10,3,11,2,5,2,2,3,3,1,1,0,2
0022300037,LAC,200782,P.J. Tucker,14.933333333333334,0,0,0,0,0,0,0,0,0,0,0,0,3
0022300036,LAL,1629629,Cam Reddish,30.58333333333333,8,2,4,1,2,3,4,2,1,3,1,1,0
0022300036,LAL,2544,LeBron James,34.53333333333333,35,13,22,5,9,4,6,5,9,2,0,3,3
0022300036,LAL,203076,Anthony Davis,34.78333333333333,16,8,19,0,1,0,1,14,2,3,5,6,5
0022300036,LAL,1627752,Taurean Prince,35.083333333333336,10,3,7,1,5,3,3,1,3,2,0,0,5
0022300036,LAL,1626156,D'Angelo Russell,28.83333333333333,14,5,10,4,7,0,1,3,6,0,0,4,1
0022300036,LAL,1629060,Rui Hachimura,27.666666666666668,7,3,5,1,2,0,0,5,2,0,0,0,1
0022300036,LAL,1626174,Christian Wood,19.9,10,5,9,0,3,0,0,10,0,0,0,0,1
0022300036,LAL,1630559,Austin Reaves,17.983333333333334,7,1,4,0,0,5,6,2,4,0,0,3,0
0022300036,LAL,1629637,Jaxson Hayes,8.266666666666667,0,0,0,0,0,0,1,1,0,1,0,0,0
0022300036,LAL,1631108,Max Christie,1.1833333333333331,0,0,1,0,0,0,0,1,0,0,0,1,0
0022300036,LAL,1641721,Maxwell Lewis,1.1833333333333331,0,0,0,0,0,0,0,0,0,0,0,0,0
0022300036,POR,1641739,Toumani Camara,35.86666666666667,10,3,8,1,6,3,5,6,0,2,1,1,3
0022300036,POR,203924,Jerami Grant,39.53333333333333,24,8,20,4,9,4,4,4,3,1,0,1,0
0022300036,POR,1629028,Deandre Ayton,37.8,17,8,14,0,0,1,2,12,2,2,0,4,4
0022300036,POR,1631101,Shaedon Sharpe,38.016666666666666,17,7,17,1,5,2,2,9,2,1,1,10,4
0022300036,POR,1630219,Skylar Mays,25.516666666666666,15,6,14,3,7,0,0,5,8,2,0,0,3
0022300036,POR,1629680,Matisse Thybulle,23.633333333333333,5,2,3,1,2,0,0,4,1,2,0,2,1
0022300036,POR,1631133,Jabari Walker,18.166666666666668,7,2,6,0,2,3,5,5,1,0,0,0,0
0022300036,POR,1641871,Duop Reath,10.2,0,0,5,0,4,0,0,2,0,0,0,0,1
0022300036,POR,1631200,Kris Murray,5.483333333333333,0,0,2,0,2,0,0,1,0,1,0,0,1
0022300036,POR,1631303,Justin Minaya,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0
0022300036,POR,1631123,Jamaree Bouyea,1.1833333333333331,0,0,0,0,0,0,0,0,0,0,0,0,0
0022300028,NYK,1628404,Josh Hart,31.683333333333334,9,4,7,1,2,0,0,5,2,0,2,1,1
0022300028,NYK,203944,Julius Randle,35.13333333333333,22,9,18,1,5,3,6,7,8,1,2,6,3
0022300028,NYK,1629011,Mitchell Robinson,27.216666666666665,6,3,4,0,0,0,1,8,1,0,1,0,1
0022300028,NYK,1628978,Donte DiVincenzo,24.666666666666668,14,5,9,4,8,0,0,4,1,0,0,1,1
0022300028,NYK,1628973,Jalen Brunson,33.916666666666664,32,10,23,6,10,6,6,7,7,0,0,0,2
0022300028,NYK,1630193,Immanuel Quickley,33.36666666666667,27,10,18,3,7,4,5,6,4,1,0,1,5
0022300028,NYK,1628392,Isaiah Hartenstein,19.58333333333333,3,1,3,0,0,1,2,8,2,1,1,1,4
0022300028,NYK,1630540,Miles McBride,14.083333333333334,5,2,3,1,2,0,0,1,0,1,0,0,2
0022300028,NYK,203095,Evan Fournier,15.633333333333333,2,1,6,0,4,0,0,1,1,1,0,0,2
0022300028,NYK,1629610,DaQuan Jeffries,2.3166666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0
0022300028,NYK,1630579,Jericho Sims,1.2,0,0,0,0,0,0,0,1,0,0,0,0,0
0022300028,NYK,1627853,Ryan Arcidiacono,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0
0022300028,WAS,1630166,Deni Avdija,31.65,18,7,11,2,4,2,2,4,2,1,1,3,4
0022300028,WAS,1628398,Kyle Kuzma,31.83333333333333,19,8,21,3,8,0,0,4,5,0,0,2,3
0022300028,WAS,1629655,Daniel Gafford,27.616666666666667,10,4,8,0,0,2,2,7,0,1,0,1,4
0022300028,WAS,1626145,Tyus Jones,29.98333333333333,11,4,7,1,2,2,2,3,5,1,0,1,0
0022300028,WAS,1629673,Jordan Poole,28.516666666666666,8,2,11,0,6,4,4,1,4,0,0,5,2
0022300028,WAS,1630557,Corey Kispert,26.266666666666666,8,3,5,1,3,1,1,3,1,1,0,0,1
0022300028,WAS,1641731,Bilal Coulibaly,30.916666666666668,6,2,7,0,3,2,3,3,4,0,1,2,1
0022300028,WAS,201568,Danilo Gallinari,17.4,7,3,7,1,3,0,0,6,1,0,2,0,3
0022300028,WAS,1629013,Landry Shamet,6.55,5,2,3,1,2,0,0,0,2,0,0,0,0
0022300028,WAS,1631098,Johnny Davis,2.3166666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0
0022300028,WAS,1630647,Eugene Omoruyi,2.3166666666666664,5,2,2,1,1,0,0,0,0,0,0,0,0
0022300028,WAS,1630215,Jared Butler,2.3166666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0
0022300028,WAS,1630264,Anthony Gill,2.3166666666666664,2,0,0,0,0,2,2,1,1,0,0,0,0
0022300027,MIL,203114,Khris Middleton,21.85,12,4,11,2,7,2,2,6,1,1,0,1,3
0022300027,MIL,203507,Giannis Antetokounmpo,28.166666666666668,16,6,10,0,0,4,7,8,9,1,0,4,5
0022300027,MIL,201572,Brook Lopez,32.81666666666667,15,7,8,1,2,0,0,7,2,0,6,1,3
0022300027,MIL,1627736,Malik Beasley,29.73333333333333,20,7,12,6,10,0,0,2,3,0,0,0,4
0022300027,MIL,203081,Damian Lillard,30.666666666666668,27,9,18,5,10,4,4,5,5,1,0,2,2
0022300027,MIL,1626171,Bobby Portis,29.683333333333334,13,6,12,1,3,0,0,7,1,1,0,3,1
0022300027,MIL,1626192,Pat Connaughton,30.966666666666665,11,4,9,3,6,0,0,7,3,0,0,1,0
0022300027,MIL,1641748,Andre Jackson Jr.,7.55,6,2,2,2,2,0,0,1,2,0,0,1,1
0022300027,MIL,1626166,Cameron Payne,20.566666666666663,2,1,3,0,2,0,0,3,6,0,1,0,1
0022300027,MIL,203648,Thanasis Antetokounmpo,2.6666666666666665,2,1,1,0,0,0,0,0,0,0,0,0,0
0022300027,MIL,1631260,AJ Green,2.6666666666666665,6,2,3,2,3,0,0,1,0,0,0,0,0
0022300027,MIL,1629716,Marques Bolden,2.6666666666666665,0,0,0,0,0,0,0,2,0,0,0,0,1
0022300027,CHA,202330,Gordon Hayward,28.75,2,1,9,0,3,0,0,4,0,0,0,0,2
0022300027,CHA,1629023,P.J. Washington,26.383333333333333,3,1,3,1,3,0,0,3,1,0,0,0,4
0022300027,CHA,1631109,Mark Williams,31.766666666666666,11,4,7,0,0,3,4,16,2,1,0,0,1
0022300027,CHA,1641706,Brandon Miller,27.466666666666665,10,5,12,0,3,0,1,4,3,1,0,1,2
0022300027,CHA,1630163,LaMelo Ball,34.983333333333334,37,12,28,2,9,11,12,5,5,1,0,6,2
0022300027,CHA,202397,Ish Smith,22.516666666666666,8,4,7,0,0,0,0,2,2,0,1,1,0
0022300027,CHA,1628970,Miles Bridges,33.483333333333334,17,6,13,2,5,3,3,5,4,2,0,2,1
0022300027,CHA,1631121,Bryce McGowens,9.783333333333331,5,1,3,1,2,2,2,0,1,0,0,0,0
0022300027,CHA,1630208,Nick Richards,6.7,2,1,2,0,0,0,0,1,0,0,0,0,0
0022300027,CHA,1641733,Nick Smith Jr.,9.066666666666666,2,1,6,0,1,0,0,2,0,0,1,1,1
0022300027,CHA,1630550,JT Thor,5.5,2,1,1,0,0,0,0,1,0,0,0,0,1
0022300027,CHA,1630177,Theo Maledon,3.6,0,0,0,0,0,0,0,0,0,0,0,1,0
0022300202,NYK,1629628,RJ Barrett,25.85,15,5,15,1,5,4,5,3,3,1,0,1,0
0022300202,NYK,203944,Julius Randle,37.66666666666666,21,8,17,2,5,3,7,6,8,0,0,4,4
0022300202,NYK,1629011,Mitchell Robinson,33.31666666666667,4,2,5,0,0,0,0,14,1,0,3,3,0
0022300202,NYK,1628978,Donte DiVincenzo,28.466666666666665,25,9,12,7,10,0,0,3,3,3,1,0,1
0022300202,NYK,1628973,Jalen Brunson,38.86666666666667,32,12,21,4,8,4,4,4,7,0,0,2,2
0022300202,NYK,1628404,Josh Hart,28.65,7,3,5,1,2,0,0,6,4,3,0,0,0
0022300202,NYK,1630193,Immanuel Quickley,23.366666666666667,9,4,11,0,5,1,1,4,1,0,0,1,3
0022300202,NYK,1628392,Isaiah Hartenstein,14.683333333333334,4,1,2,0,0,2,2,7,0,0,0,1,1
0022300202,NYK,1630540,Miles McBride,9.133333333333333,5,2,3,1,2,0,0,0,0,0,0,0,2
0022300202,CHA,202330,Gordon Hayward,32.333333333333336,4,1,7,0,2,2,2,3,4,2,0,0,3
0022300202,CHA,1629023,P.J. Washington,32.733333333333334,3,1,10,1,7,0,0,6,2,1,2,6,4
0022300202,CHA,1631109,Mark Williams,30.23333333333333,7,3,5,0,0,1,2,8,4,0,1,1,3
0022300202,CHA,1641706,Brandon Miller,33.75,29,10,15,5,7,4,4,3,2,0,0,2,3
0022300202,CHA,1630163,LaMelo Ball,35.733333333333334,34,12,22,8,13,2,2,5,9,1,0,3,3
0022300202,CHA,202397,Ish Smith,17.433333333333334,7,3,6,1,2,0,0,3,4,0,0,0,1
0022300202,CHA,1628970,Miles Bridges,31.53333333333333,19,8,12,1,1,2,3,4,3,1,1,1,2
0022300202,CHA,1631121,Bryce McGowens,15.666666666666666,0,0,2,0,1,0,0,2,1,0,0,0,2
0022300202,CHA,1630550,JT Thor,10.583333333333334,5,2,3,1,2,0,0,2,0,0,1,0,1
0022300203,MIN,1630183,Jaden McDaniels,33.983333333333334,12,5,7,1,2,1,1,2,1,0,0,2,3
0022300203,MIN,1626157,Karl-Anthony Towns,33.233333333333334,29,10,11,2,2,7,8,6,9,0,2,0,5
0022300203,MIN,203497,Rudy Gobert,34.13333333333333,17,5,7,0,0,7,10,11,1,2,1,1,2
0022300203,MIN,1630162,Anthony Edwards,30.133333333333333,23,9,19,5,10,0,0,3,4,0,0,3,6
0022300203,MIN,201144,Mike Conley,30.466666666666665,5,2,8,1,5,0,0,3,5,1,0,3,1
0022300203,MIN,1629638,Nickeil Alexander-Walker,17.616666666666667,10,4,7,2,4,0,0,1,3,1,1,2,2
0022300203,MIN,1629675,Naz Reid,18.48333333333333,8,2,8,2,6,2,2,1,0,0,1,1,0
0022300203,MIN,203937,Kyle Anderson,26.33333333333333,9,4,7,0,0,1,2,5,5,1,2,1,0
0022300203,MIN,1629003,Shake Milton,15.633333333333333,8,2,6,0,2,4,4,1,1,1,0,1,2
0022300203,NOP,1630529,Herbert Jones,28.383333333333333,13,3,7,3,4,4,4,4,8,2,2,0,6
0022300203,NOP,1627742,Brandon Ingram,33.93333333333333,30,11,24,1,6,7,9,7,4,1,0,4,0
0022300203,NOP,202685,Jonas Valančiūnas,29.58333333333333,26,10,15,0,1,6,6,11,3,1,3,3,5
0022300203,NOP,1641722,Jordan Hawkins,36.56666666666667,15,6,12,3,8,0,0,2,4,1,0,1,4
0022300203,NOP,1630700,Dyson Daniels,37.38333333333333,13,6,12,1,3,0,0,5,6,1,0,3,4
0022300203,NOP,1630346,Matt Ryan,26.633333333333333,10,3,5,3,4,1,1,3,1,1,0,3,1
0022300203,NOP,1630230,Naji Marshall,24.1,7,2,4,1,2,2,3,1,1,1,0,2,2
0022300203,NOP,1630526,Jeremiah Robinson-Earl,10.1,4,2,3,0,1,0,0,0,0,0,0,0,1
0022300203,NOP,203469,Cody Zeller,13.316666666666666,2,1,4,0,0,0,0,7,0,1,0,1,3
0022300204,MIA,202710,Jimmy Butler III,33.45,25,8,16,2,6,7,7,3,2,1,0,2,2
0022300204,MIA,1629312,Haywood Highsmith,24.116666666666667,0,0,4,0,3,0,0,3,0,3,0,4,1
0022300204,MIA,1628389,Bam Adebayo,35.916666666666664,24,8,12,0,0,8,8,10,5,0,0,3,3
0022300204,MIA,1629130,Duncan Robinson,34.96666666666667,17,5,9,4,5,3,4,3,7,0,0,1,2
0022300204,MIA,200768,Kyle Lowry,31.683333333333334,8,3,10,2,7,0,0,3,5,3,0,1,3
0022300204,MIA,201567,Kevin Love,12.083333333333334,5,2,7,1,6,0,2,6,2,0,0,0,2
0022300204,MIA,1631170,Jaime Jaquez Jr.,27.03333333333333,6,2,4,1,1,1,2,3,0,0,0,3,4
0022300204,MIA,1626196,Josh Richardson,25.566666666666663,7,3,6,1,4,0,0,1,2,1,0,0,0
0022300204,MIA,1628997,Caleb Martin,15.2,5,2,9,1,4,0,0,2,0,1,0,1,1
0022300204,CHI,201942,DeMar DeRozan,39.65,23,6,12,2,4,9,13,4,4,1,0,3,1
0022300204,CHI,1627936,Alex Caruso,28.966666666666665,11,4,8,2,4,1,2,1,3,1,1,1,2
0022300204,CHI,202696,Nikola Vučević,32.916666666666664,15,7,14,1,5,0,0,8,0,1,1,2,2
0022300204,CHI,203897,Zach LaVine,35.05,13,5,10,3,7,0,0,8,6,3,1,1,2
0022300204,CHI,1629632,Coby White,29.316666666666663,14,5,13,4,10,0,0,3,5,1,0,3,5
0022300204,CHI,1628470,Torrey Craig,16.583333333333332,7,3,5,1,3,0,0,5,2,0,1,0,1
0022300204,CHI,1628975,Jevon Carter,14.116666666666667,9,3,9,3,9,0,0,1,1,0,0,0,2
0022300204,CHI,1630245,Ayo Dosunmu,13.016666666666667,2,0,2,0,2,2,2,1,2,0,0,1,2
0022300204,CHI,203083,Andre Drummond,15.083333333333334,6,2,3,0,0,2,2,9,0,1,1,1,3
0022300204,CHI,1630172,Patrick Williams,15.3,2,1,5,0,1,0,0,4,1,1,1,0,2
0022300206,MEM,1630217,Desmond Bane,34.06666666666667,26,8,15,3,6,7,7,5,4,1,0,2,5
0022300206,MEM,1628991,Jaren Jackson Jr.,26.766666666666666,27,7,20,2,8,11,12,5,0,1,1,2,3
0022300206,MEM,202687,Bismack Biyombo,31.316666666666663,14,7,9,0,0,0,1,9,4,0,0,1,4
0022300206,MEM,1629723,John Konchar,23.1,5,2,5,1,4,0,0,3,2,1,1,1,2
0022300206,MEM,1631367,Jacob Gilyard,12.483333333333333,3,1,2,1,2,0,0,0,1,0,0,0,3
0022300206,MEM,1630583,Santi Aldama,35.666666666666664,17,7,15,1,5,2,3,10,3,1,1,3,2
0022300206,MEM,201565,Derrick Rose,14.25,9,3,4,1,1,2,3,1,1,0,0,0,1
0022300206,MEM,1631223,David Roddy,25.73333333333333,0,0,5,0,3,0,2,4,1,2,0,1,1
0022300206,MEM,1631254,Kenneth Lofton Jr.,11.683333333333334,2,1,3,0,1,0,0,1,2,0,0,1,3
0022300206,MEM,1630533,Ziaire Williams,24.933333333333334,17,4,8,2,3,7,8,7,5,1,0,1,1
0022300206,SAS,1629640,Keldon Johnson,33.43333333333333,22,8,14,4,7,2,3,3,1,0,0,0,1
0022300206,SAS,1641705,Victor Wembanyama,31.116666666666667,19,6,17,2,6,5,6,13,4,1,8,2,5
0022300206,SAS,1628380,Zach Collins,26.2,16,4,8,1,3,7,8,7,6,0,0,3,6
0022300206,SAS,1630577,Julian Champagnie,20.0,6,2,6,2,6,0,0,2,2,0,0,1,0
0022300206,SAS,1631110,Jeremy Sochan,32.06666666666667,16,5,8,1,2,5,6,5,3,2,0,3,3
0022300206,SAS,1631103,Malaki Branham,18.35,4,2,6,0,3,0,0,1,3,0,0,2,2
0022300206,SAS,1626224,Cedi Osman,23.58333333333333,13,4,10,3,7,2,2,5,1,1,0,1,1
0022300206,SAS,1630200,Tre Jones,21.366666666666667,2,1,4,0,1,0,1,0,3,0,0,1,1
0022300206,SAS,1629646,Charles Bassey,3.783333333333333,0,0,0,0,0,0,0,1,0,0,0,1,3
0022300206,SAS,1630572,Sandro Mamukelashvili,11.3,5,2,5,1,2,0,0,2,1,0,1,1,3
0022300206,SAS,203926,Doug McDermott,16.066666666666666,5,2,5,1,3,0,0,0,2,1,0,0,3
0022300206,SAS,1631230,Dominick Barlow,2.7333333333333334,0,0,0,0,0,0,0,1,0,0,0,0,0
0022300207,OKC,1629652,Luguentz Dort,26.9,3,1,6,1,4,0,0,6,2,0,0,0,2
0022300207,OKC,1631114,Jalen Williams,41.016666666666666,22,8,16,0,2,6,6,6,3,1,0,1,2
0022300207,OKC,1631096,Chet Holmgren,36.96666666666667,36,14,22,2,5,6,7,10,5,2,2,4,2
0022300207,OKC,1630581,Josh Giddey,22.366666666666667,11,4,10,1,2,2,2,5,2,1,2,0,2
0022300207,OKC,1628983,Shai Gilgeous-Alexander,40.68333333333333,40,18,29,2,3,2,2,7,6,2,2,3,1
0022300207,OKC,1630198,Isaiah Joe,26.666666666666668,10,4,9,2,4,0,0,4,3,1,1,0,2
0022300207,OKC,1641717,Cason Wallace,28.05,3,1,3,0,2,1,1,1,2,0,0,0,3
0022300207,OKC,1629026,Kenrich Williams,22.266666666666666,1,0,3,0,1,1,2,4,1,1,0,0,2
